name,rate_of_the_hotel,location_rating,comfort,staff,desk_24/7,rate_of_facilities,swimming_pool,bar,wifi,value_for_money,parking,Elevator,Cleanliness,Babysitting_Child_services,Sauna,pets,Wheelchair_accessible,safe,city,sum of facilities,sum of services
Atica Apartments - by Weflating,6.9,8.3,7.4,7.9,1,6.7,0,1,1,7.1,0,0,7.5,0,0,1,0,0,Barcelona,1,3
FREEPARKING LOFTS BCN FIRA SANTS CAMP NOU A-plus,7.0,7.2,7.1,8.1,0,7.2,0,1,1,7.0,1,0,6.8,0,0,1,0,0,Barcelona,2,2
41CB193- Charming rustic apartment,7.0,10.0,7.5,7.5,0,7.5,0,1,1,7.5,0,0,7.5,0,0,0,0,0,Barcelona,1,1
Tendency Rambla Catalunya,8.5,9.3,8.8,8.1,0,8.6,0,1,1,8.2,1,0,8.8,0,0,0,0,0,Barcelona,2,1
Hotel del Mar,8.4,9.5,8.6,8.9,0,8.2,0,1,1,8.3,1,0,8.6,0,0,0,0,1,Barcelona,3,1
Modern and bright Duplex apartment in Eixample 4-3,8.7,7.5,8.3,8.3,0,8.3,0,0,1,8.3,0,0,8.3,0,0,0,0,0,Barcelona,0,1
Charm Sagrada Familia,7.0,9.2,7.6,8.1,0,7.2,0,1,1,7.5,0,0,7.6,1,0,0,0,0,Barcelona,1,2
Olala Diagonal Apartment,8.8,9.1,9.3,9.1,0,8.8,0,1,1,8.6,0,0,8.8,0,0,0,0,0,Barcelona,1,1
Durlet Rambla Mar Apartments,8.7,9.4,8.9,9.4,0,8.9,0,1,1,8.6,1,1,9.0,0,0,0,0,1,Barcelona,4,1
Apartments Barcelona & Home Deco Eixample,8.9,9.5,8.9,9.9,0,8.5,0,0,1,8.3,0,0,8.6,0,0,0,0,0,Barcelona,0,1
22MAN192- Cute apartment in Sant Antoni,8.7,9.6,9.3,8.6,0,8.6,0,1,1,8.9,0,0,8.9,0,0,0,0,0,Barcelona,1,1
La França Travellers Adults Only,7.8,8.3,8.3,8.8,0,7.8,0,1,1,7.9,0,0,8.3,0,0,0,0,1,Barcelona,2,1
Apartment Sagrera,8.9,8.6,9.0,9.4,0,9.0,0,1,1,8.8,1,0,9.2,0,0,1,0,1,Barcelona,3,2
Uma Suites Passeig de Gracia 16,8.6,9.7,8.6,8.6,0,8.4,0,1,1,8.2,1,0,8.7,0,0,0,0,1,Barcelona,3,1
Atico Sagrada Familia,8.7,9.5,8.5,9.1,0,8.9,0,1,1,8.4,0,0,9.0,0,0,1,0,0,Barcelona,1,2
Sansi Pedralbes,9.5,9.2,9.7,9.9,0,9.5,0,1,1,9.1,1,0,9.7,0,0,0,0,1,Barcelona,3,1
Brummell Apartments Montjuic,9.1,8.7,9.0,9.5,0,9.2,1,1,1,8.3,1,0,9.2,1,1,0,0,0,Barcelona,4,2
Barcelona Sants Station Apartments,6.9,8.2,7.4,7.0,0,6.9,0,1,1,6.8,1,0,7.5,0,0,0,0,0,Barcelona,2,1
The Central House Barcelona Gracia,8.9,9.5,8.9,9.6,0,9.0,0,0,1,9.0,0,0,9.2,0,0,0,1,0,Barcelona,0,2
4-bedroom apartment for 7 in Barcelona,8.390776053215099,9.204795737122536,8.653108348134985,8.980772646536419,0,8.372735346358793,0,0,1,8.330506216696257,0,0,8.686589698046161,0,0,1,0,0,Barcelona,0,2
Rambla Catalunya,9.2,9.7,9.2,9.3,0,9.3,0,1,1,8.9,0,0,9.0,0,0,0,0,0,Barcelona,1,1
Renaissance Barcelona Hotel,8.1,9.1,8.7,9.0,1,7.9,1,1,1,7.3,0,0,8.6,0,0,0,0,1,Barcelona,3,2
Blasco de Garay Apartment - Poble Sec,7.4,8.1,7.8,7.5,0,8.0,0,1,1,8.1,0,0,7.7,0,0,0,0,0,Barcelona,1,1
Bcn-rentals apartments in the Old town,8.7,9.0,8.8,9.7,0,8.9,0,1,1,8.9,1,0,8.8,0,0,0,0,0,Barcelona,2,1
La Terraza de Eixample,8.390776053215099,9.204795737122536,8.653108348134985,8.980772646536419,0,8.372735346358793,0,0,1,8.330506216696257,0,0,8.686589698046161,0,0,1,0,0,Barcelona,0,2
Stay Barcelona Gracia Apartments,7.3,9.4,8.1,8.1,0,7.5,0,1,1,7.5,1,0,7.5,0,0,1,0,0,Barcelona,2,2
Chopin Magic Fountain,9.0,8.9,9.5,9.5,0,9.3,0,1,1,9.3,0,0,9.3,0,0,0,0,0,Barcelona,1,1
Stay U-nique Apartments Sepulveda,7.7,8.4,8.2,8.2,0,7.5,0,1,1,7.5,0,0,8.2,0,0,0,0,0,Barcelona,1,1
Stay U-nique Apartments Consell,8.0,9.2,8.3,10.0,0,7.5,0,1,1,7.5,0,0,9.2,0,0,0,0,0,Barcelona,1,1
Amazing 3 bedroom penthouse in Plaza España,8.390776053215099,9.204795737122536,8.653108348134985,8.980772646536419,0,8.372735346358793,0,0,1,8.330506216696257,0,0,8.686589698046161,0,0,0,0,0,Barcelona,0,1
COMFORTABLE APARTMENT CLOSE TO BUNKERS DEL CARMEL!,8.390776053215099,9.204795737122536,8.653108348134985,8.980772646536419,0,8.372735346358793,0,0,1,8.330506216696257,0,0,8.686589698046161,0,0,1,0,0,Barcelona,0,2
Unique Cozy Scenic Penthouse,9.0,9.5,9.0,9.5,0,8.9,0,1,1,8.9,1,1,9.0,0,0,0,0,0,Barcelona,3,1
The Family Host - Lost Garden Ciutadella Park,9.4,9.8,9.6,10.0,0,9.6,0,1,1,9.4,0,0,9.6,1,0,0,0,0,Barcelona,1,2
Las Ramblas Bcn Excellent Location 5 pax,8.390776053215099,9.204795737122536,8.653108348134985,8.980772646536419,0,8.372735346358793,0,1,1,8.330506216696257,0,0,8.686589698046161,0,0,0,0,0,Barcelona,1,1
Clot MiraBarna Apartments,8.3,9.1,8.2,9.6,0,8.3,0,1,1,8.4,0,0,8.9,0,0,0,0,0,Barcelona,1,1
AC Hotel Victoria Suites by Marriott,8.4,8.5,8.8,9.1,1,8.4,0,1,1,8.0,1,0,8.8,1,0,0,0,1,Barcelona,3,3
The Level at Melia Barcelona Sky,8.4,8.1,8.9,8.8,1,8.6,1,1,0,8.0,0,0,8.8,0,1,0,1,1,Barcelona,4,2
Mai & Maud Ronda Apartment,9.5,9.6,9.2,9.2,0,9.6,0,1,1,9.6,0,0,10.0,0,0,0,0,1,Barcelona,2,1
Pintor Pahissa Rooms,6.7,7.5,6.7,5.8,0,6.7,0,0,1,6.7,0,0,7.5,0,0,0,0,0,Barcelona,0,1
"ApartEasy - Private Terrace, 3-Bedroom Apartment",8.390776053215099,9.204795737122536,8.653108348134985,8.980772646536419,0,8.372735346358793,0,1,1,8.330506216696257,1,0,8.686589698046161,0,0,0,0,0,Barcelona,2,1
BCNGOTIC 11,8.6,10.0,9.5,9.5,0,8.4,0,1,1,8.6,0,0,9.1,0,0,0,0,1,Barcelona,2,1
Central Apartment,8.8,8.2,9.3,9.1,0,8.9,0,1,1,8.8,0,0,9.1,1,0,1,0,0,Barcelona,1,3
CoImpact Coliving Mallorca,10.0,10.0,10.0,10.0,0,10.0,0,1,1,10.0,0,0,10.0,0,0,0,0,0,Barcelona,1,1
Lodging Apartments Sagrada Familia,7.4,9.1,7.4,8.7,0,7.5,0,1,1,6.9,1,0,7.7,0,0,0,0,0,Barcelona,2,1
CENTRAL PRIVATE STUDIO Arc de Triompf WFH/Wifi,8.390776053215099,9.204795737122536,8.653108348134985,8.980772646536419,0,8.372735346358793,0,1,1,8.330506216696257,0,0,8.686589698046161,0,0,0,0,0,Barcelona,1,1
Aparteasy - Deluxe Family Apartments with Pool,7.6,8.9,7.2,9.2,1,7.2,1,1,1,6.4,1,0,7.8,0,0,0,0,1,Barcelona,4,2
Channing Apartment,9.5,9.2,9.5,10.0,1,9.5,0,1,1,9.2,0,0,10.0,0,0,0,0,1,Barcelona,2,2
ApartEasy - Family Apartment Sant Antoni,7.9,8.7,8.2,7.6,0,8.3,0,1,1,8.0,1,0,8.5,0,0,0,0,0,Barcelona,2,1
Comtal homey apartments,9.0,9.6,9.5,9.3,0,9.6,0,1,1,8.6,0,0,9.6,0,0,0,0,1,Barcelona,2,1
Plaza España Central Apartment,8.0,9.3,7.9,9.2,0,7.9,0,1,1,8.2,1,1,8.1,0,0,1,0,0,Barcelona,3,2
Paseo de gracia gran vía de les corts catalanes,8.390776053215099,9.204795737122536,8.653108348134985,8.980772646536419,0,8.372735346358793,0,1,1,8.330506216696257,0,0,8.686589698046161,0,0,1,0,0,Barcelona,1,2
Apartment Lucia,9.0,8.3,9.2,10.0,0,8.3,0,1,1,9.2,1,1,10.0,0,0,0,0,0,Barcelona,3,1
AB Centric Universitat,8.5,10.0,7.5,7.5,0,8.8,0,1,1,8.8,0,0,8.8,0,0,0,0,0,Barcelona,1,1
Cdc Sdb,6.3,8.3,6.3,7.9,0,7.5,0,1,1,5.8,0,0,5.8,0,0,0,0,0,Barcelona,1,1
Traveller House 7 Bedroom Apartment,7.8,8.8,9.0,8.8,1,7.5,0,1,1,8.3,0,0,7.1,0,0,0,0,1,Barcelona,2,2
RentBCN Gracia Deluxe,9.5,9.5,9.3,9.3,0,9.3,0,0,1,8.8,0,0,9.3,0,0,0,0,0,Barcelona,0,1
Stay U-nique Apartments Sant Antoni II,9.4,9.5,9.5,9.4,0,9.0,0,1,1,9.5,0,0,10.0,0,0,0,0,1,Barcelona,2,1
Find Calm at this cozy City Sanctuary with Terrace,8.390776053215099,9.204795737122536,8.653108348134985,8.980772646536419,0,8.372735346358793,0,1,1,8.330506216696257,0,0,8.686589698046161,0,0,0,0,0,Barcelona,1,1
Diagonal forum Barcelona,9.7,9.6,9.6,9.6,0,9.8,0,1,0,9.6,0,0,9.8,0,0,0,0,0,Barcelona,1,0
BCNGOTIC 22,8.9,9.8,9.0,9.2,0,8.7,0,1,1,8.8,0,0,9.6,0,0,0,0,1,Barcelona,2,1
Stay U-nique Apartments Corsega,7.7,8.9,8.2,8.2,0,7.9,0,1,1,6.4,0,0,8.2,0,0,0,0,0,Barcelona,1,1
Opening Doors Aribau,9.3,10.0,10.0,10.0,0,9.2,0,0,1,9.2,0,0,9.2,0,0,0,0,0,Barcelona,0,1
Barceloneta Suites Apartments Market,8.6,9.4,8.6,9.5,0,8.5,0,1,1,8.0,0,1,8.6,0,0,0,0,1,Barcelona,3,1
CB88,8.8,9.8,8.9,9.8,0,9.3,0,1,1,9.3,0,0,9.5,0,0,0,0,0,Barcelona,1,1
Joaquin House 2,8.390776053215099,9.204795737122536,8.653108348134985,8.980772646536419,0,8.372735346358793,0,1,1,8.330506216696257,0,0,8.686589698046161,0,0,1,0,0,Barcelona,1,2
Barcelonaforrent Alessandra Central Ramblas Apartment,8.7,9.6,9.0,8.7,0,8.6,0,1,1,8.3,0,0,8.8,1,0,1,0,0,Barcelona,1,3
CAMP NOU & FiRA BUSINESS LOFTS,8.2,8.4,8.1,9.2,0,8.6,0,1,1,8.1,1,0,8.2,0,0,1,0,0,Barcelona,2,2
Sunny and Quiet Sagrada Familia,8.0,10.0,10.0,7.5,0,7.5,0,0,1,7.5,0,0,10.0,0,0,0,0,0,Barcelona,0,1
MH Apartments Ramblas,8.2,9.5,8.4,8.0,0,8.1,0,1,1,8.2,0,0,8.4,0,0,0,0,1,Barcelona,2,1
Elegante y Amplio apartamento,8.390776053215099,9.204795737122536,8.653108348134985,8.980772646536419,0,8.372735346358793,0,0,0,8.330506216696257,0,0,8.686589698046161,0,0,0,0,0,Barcelona,0,0
SAGRADA FAMILIA APARTAMENT,8.3,9.5,7.8,9.4,0,7.8,0,1,1,7.7,0,0,8.8,0,0,0,0,0,Barcelona,1,1
Ronda Sant Pere Rafael,8.5,9.1,9.7,9.4,0,8.4,0,1,1,7.8,1,0,8.8,0,0,0,0,0,Barcelona,2,1
Hostal Marenostrum,8.4,9.7,8.1,9.2,0,8.1,0,1,1,8.4,0,0,8.5,0,0,0,0,1,Barcelona,2,1
2 BDR EIXAMPLE APARTMENT,8.8,8.9,8.9,9.7,0,8.6,0,0,1,8.6,0,0,9.3,0,0,0,0,0,Barcelona,0,1
Lodging Apartments Gracia,8.1,8.8,8.7,8.9,0,8.4,0,1,1,8.0,1,0,8.9,0,0,0,0,0,Barcelona,2,1
Barcelona4Seasons - Gavina,8.390776053215099,9.204795737122536,8.653108348134985,8.980772646536419,0,8.372735346358793,0,1,1,8.330506216696257,0,0,8.686589698046161,0,0,0,0,0,Barcelona,1,1
Sonder Paseo de Gracia,8.7,9.8,9.1,9.3,0,8.7,0,1,1,8.6,0,0,9.1,0,0,0,0,0,Barcelona,1,1
Marbel 2,6.9,8.7,6.7,8.7,0,6.9,0,0,1,7.2,1,0,6.7,0,0,0,0,0,Barcelona,1,1
Hotel BESTPRICE Gracia,8.9,8.6,9.2,9.5,0,8.7,0,1,1,8.9,1,0,9.3,0,0,0,0,1,Barcelona,3,1
Amazing Central Apartment,9.5,10.0,8.8,10.0,0,7.5,0,1,1,10.0,0,0,8.8,0,0,0,0,0,Barcelona,1,1
La Rambla Apartments,8.390776053215099,9.204795737122536,8.653108348134985,8.980772646536419,0,8.372735346358793,0,1,1,8.330506216696257,0,0,8.686589698046161,0,0,1,0,0,Barcelona,1,2
Urban District Apartments - Rambla Suites & Pool,7.0,8.6,7.6,6.8,0,7.2,1,1,1,6.6,1,0,7.3,0,0,0,0,1,Barcelona,4,1
Free Hostels Barcelona,8.5,8.6,8.5,9.2,0,8.5,0,1,1,8.6,0,0,8.6,0,0,0,0,0,Barcelona,1,1
Brummell Apartments Eixample Derecha/Ballroom,8.8,9.3,8.4,9.6,1,8.8,0,1,1,8.4,0,0,9.1,1,0,0,0,0,Barcelona,1,3
Good-Home Paseo de Gracia,8.4,9.6,8.4,9.5,0,8.4,0,1,1,8.5,0,0,8.5,0,0,0,0,0,Barcelona,1,1
Hotel SB Glow **** Sup,8.0,8.3,8.6,8.4,1,8.2,1,1,1,7.9,1,0,8.6,0,1,0,1,1,Barcelona,5,3
Lux apartment 2 bedrooms 2 bathroom BCN Center,8.390776053215099,9.204795737122536,8.653108348134985,8.980772646536419,0,8.372735346358793,0,1,1,8.330506216696257,0,0,8.686589698046161,0,0,0,0,0,Barcelona,1,1
Hostal Paris,7.3,9.3,7.4,8.2,0,7.2,0,1,1,7.6,0,0,7.4,0,0,0,0,0,Barcelona,1,1
Design apartment Sagrada familia,7.4,9.3,7.9,7.6,0,7.2,0,0,1,7.4,1,0,7.9,0,0,1,0,0,Barcelona,1,2
CRASH'NSTAY - Casa Barna,8.390776053215099,9.204795737122536,8.653108348134985,8.980772646536419,0,8.372735346358793,0,1,1,8.330506216696257,1,0,8.686589698046161,0,0,0,0,0,Barcelona,2,1
Apartment Eixample Dret Independencia Valenci,8.6,9.3,8.5,9.3,0,8.0,0,0,1,8.3,1,0,8.5,0,0,0,0,0,Barcelona,1,1
Suites4days Provenza Apartment,10.0,10.0,7.5,10.0,0,10.0,0,0,1,7.5,0,0,10.0,0,0,0,0,0,Barcelona,0,1
Five Rooms In Independent Home,8.390776053215099,9.204795737122536,8.653108348134985,8.980772646536419,0,8.372735346358793,0,0,1,8.330506216696257,0,0,8.686589698046161,0,0,0,0,0,Barcelona,0,1
Sunlight and View 4-Bedroom Sagrada Familia,8.390776053215099,9.204795737122536,8.653108348134985,8.980772646536419,0,8.372735346358793,0,1,1,8.330506216696257,0,0,8.686589698046161,0,0,0,0,0,Barcelona,1,1
Hostal Europa,7.3,9.4,7.2,8.7,0,6.9,0,1,1,7.7,0,0,7.6,0,0,0,0,1,Barcelona,2,1
Barnapartments Rambla Cataluña,8.7,9.8,8.6,8.8,0,8.3,0,1,1,8.1,0,0,8.7,0,0,1,0,1,Barcelona,2,2
Charming Apartment in Sagrada Familia,7.7,9.6,7.1,8.8,0,7.5,0,1,1,7.1,0,0,7.4,0,0,0,0,0,Barcelona,1,1
Lovely apartment Poble Sec II,8.6,8.8,8.7,8.4,0,8.9,0,1,1,8.8,0,0,8.9,0,0,0,0,1,Barcelona,2,1
Pensión Bertolín,8.2,8.3,8.2,9.3,0,8.2,0,1,1,8.3,1,1,8.8,0,0,0,0,0,Barcelona,3,1
Stay U-nique Apartments Mallorca,8.2,9.7,9.4,8.4,0,8.1,0,1,1,7.5,0,0,8.8,0,0,0,0,0,Barcelona,1,1
EA Sagrada Familia IV Great Apartment 6 pax next Sagrada Familia WAS 3,8.390776053215099,9.204795737122536,8.653108348134985,8.980772646536419,0,8.372735346358793,0,1,1,8.330506216696257,0,0,8.686589698046161,0,0,0,0,0,Barcelona,1,1
Bbarcelona Apartments Central Eixample Flats,7.5,8.4,7.3,7.9,0,7.2,0,1,1,7.1,0,0,7.5,0,0,0,0,0,Barcelona,1,1
Stay U-nique Apartments Passeig de Gracia II,8.4,9.6,7.9,8.8,0,8.4,0,1,1,7.5,0,0,8.4,0,0,0,0,0,Barcelona,1,1
4-bedroom apartment in Eixample,8.390776053215099,9.204795737122536,8.653108348134985,8.980772646536419,0,8.372735346358793,0,1,1,8.330506216696257,0,0,8.686589698046161,0,0,1,0,0,Barcelona,1,2
Apartamento Noemi,9.1,9.4,8.7,9.8,0,9.0,0,1,1,9.1,1,0,9.0,0,0,0,0,1,Barcelona,3,1
Stay U-nique Apartments Plaça de Tetuan,8.9,9.3,9.2,9.3,0,8.8,0,1,1,8.4,0,0,8.9,0,0,0,0,0,Barcelona,1,1
Apartments Gaudi Barcelona,7.2,8.7,7.1,8.7,0,7.5,0,1,1,7.4,0,0,7.5,0,0,0,0,0,Barcelona,1,1
Barcelona Central Garden Hostal,9.2,9.7,9.1,9.8,0,9.2,0,1,1,9.2,0,0,9.4,0,0,0,0,0,Barcelona,1,1
Spectacular Five Senses Mallorca Apartment,9.0,7.5,10.0,10.0,0,9.2,0,0,1,8.3,1,0,9.2,0,0,0,0,0,Barcelona,1,1
Sunny and modern apartment ideal for groups,8.5,9.4,8.4,9.3,0,8.3,0,0,1,8.1,0,0,8.8,0,0,0,0,0,Barcelona,0,1
Apartment Pg Gracia - Valencia,7.7,8.5,7.0,9.7,0,7.8,0,0,1,7.8,1,0,7.5,0,0,0,0,1,Barcelona,2,1
ENRIQUE GRANADOS,8.8,9.9,9.1,9.3,0,8.8,0,0,1,8.3,0,0,9.5,0,0,1,0,1,Barcelona,1,2
The Best Barcelona,9.5,9.6,9.3,10.0,0,9.6,0,1,1,8.9,1,0,9.9,0,0,0,0,0,Barcelona,2,1
Stay Barcelona Gran Via,8.9,9.8,9.3,8.9,0,8.9,0,1,1,8.6,0,0,9.5,0,0,1,0,0,Barcelona,1,2
Way to BCN Casa Rovira,9.3,9.7,9.4,9.6,0,9.2,0,0,1,8.6,0,0,9.5,0,0,0,0,1,Barcelona,1,1
Elegant Eixample Apartment nicely decorated,9.5,10.0,9.1,9.5,0,9.5,0,1,1,9.3,0,0,9.5,0,0,0,0,1,Barcelona,2,1
"FridaysFlats, Sagrado Silencio - 3 BDR right by Sagrada Familia",9.4,9.9,9.6,9.7,0,9.2,0,1,1,9.1,0,1,9.6,0,0,1,0,0,Barcelona,2,2
Antiga Casa Buenavista,9.4,9.5,9.7,9.8,0,9.5,1,1,1,9.0,0,0,9.7,0,0,0,1,1,Barcelona,3,2
Serras Barcelona,9.4,9.7,9.7,9.8,0,9.4,1,1,1,8.7,1,0,9.7,0,0,0,0,1,Barcelona,4,1
Cozy yacht lodge in Barcelona,9.4,10.0,10.0,9.5,0,10.0,0,1,1,10.0,1,0,9.5,0,0,0,0,0,Barcelona,2,1
DestinationBCN Urgell Apartment,9.4,9.0,9.0,10.0,0,10.0,0,1,1,8.5,0,0,9.5,0,0,0,0,0,Barcelona,1,1
Hostel One Batlló,9.4,9.6,9.3,9.8,0,9.3,0,1,1,9.0,0,0,9.3,0,0,0,0,0,Barcelona,1,1
Barceloneta Port Ramblas,9.4,9.8,9.2,9.7,1,9.0,0,1,1,9.3,1,0,9.2,1,0,0,0,0,Barcelona,2,3
Casa Lourdes,9.4,8.0,9.6,9.8,0,9.8,1,1,1,9.4,0,0,9.8,0,0,1,0,0,Barcelona,2,2
Vila Olimpica Skyline,9.4,9.6,9.3,9.8,0,9.3,0,1,1,8.9,1,0,9.6,0,0,1,0,0,Barcelona,2,2
BM Apartment,9.4,9.3,9.8,9.5,0,9.8,0,0,1,9.3,0,0,9.5,0,0,0,0,0,Barcelona,0,1
Lodging Apartments Gaudi Views,9.3,10.0,8.7,9.4,0,8.7,0,1,1,8.3,0,0,7.9,0,0,0,0,0,Barcelona,1,1
Lempika,9.4,9.3,9.4,9.9,0,9.4,0,0,1,8.8,1,0,9.8,0,0,1,0,0,Barcelona,1,2
Front Arc,9.3,9.7,9.3,9.7,0,9.2,0,1,1,9.0,0,0,9.7,0,0,0,0,0,Barcelona,1,1
a18' de Barcelona y 7' de circuito de Cataluña,9.3,7.5,9.2,9.2,0,9.2,1,1,1,9.2,0,0,9.2,0,0,0,0,0,Barcelona,2,1
Charming & Convenient Apartment Near Plaza Espanya,9.3,9.2,10.0,10.0,0,10.0,0,1,1,8.3,0,0,10.0,0,0,0,0,0,Barcelona,1,1
Apartamento Eixample Sants Estació,9.3,8.3,9.2,10.0,0,10.0,0,1,1,9.2,0,0,10.0,0,0,0,0,0,Barcelona,1,1
Sunny Terrace Attic in Plaza España - NEW elevator,9.3,9.6,9.2,10.0,0,9.2,0,1,1,9.2,0,0,10.0,0,0,0,0,0,Barcelona,1,1
Apartamento Alejandro en BCN,9.3,10.0,10.0,9.2,0,9.2,0,1,0,9.2,0,0,9.2,0,0,0,0,0,Barcelona,1,0
BCNGOTIC43,9.3,10.0,8.8,8.8,0,8.8,0,1,1,8.8,0,0,8.8,0,0,0,0,0,Barcelona,1,1
Catedral Bas Apartments by Aspasios,9.3,9.8,9.5,9.6,0,9.6,1,1,1,9.0,0,0,9.5,0,0,0,0,1,Barcelona,3,1
Apartaments Aragó565,7.9,8.5,8.2,7.4,0,7.8,0,1,1,8.1,1,0,7.9,0,0,0,0,0,Barcelona,2,1
Nice apartment in Gracia,8.0,7.5,7.5,8.3,0,7.5,0,1,1,7.5,0,0,7.5,0,0,0,0,0,Barcelona,1,1
H10 Universitat,8.8,9.7,9.1,9.4,1,8.8,0,1,1,8.5,0,0,9.1,0,0,0,0,1,Barcelona,2,2
Big Apartment Barcelona Gran via,7.0,7.5,5.0,7.5,0,5.0,0,1,1,10.0,0,0,2.5,0,0,0,0,0,Barcelona,1,1
Barcelona - Rius Taulet 1 Bis,6.8,8.3,7.0,7.2,0,7.0,0,0,0,7.1,0,0,7.5,0,0,0,0,0,Barcelona,0,0
BCN Urbaness Hotels Bonavista,8.1,9.3,8.5,9.2,0,8.1,0,1,1,8.2,1,0,8.8,0,0,0,1,0,Barcelona,2,2
Flateli Fabra,6.9,8.3,7.0,7.7,0,7.0,0,1,1,7.2,0,0,7.0,0,0,0,0,0,Barcelona,1,1
The One Barcelona GL,9.1,9.5,9.5,9.5,1,9.3,1,1,1,8.7,1,0,9.5,1,1,1,1,1,Barcelona,5,5
Gòtic by The 5ve Soul,9.2,9.4,9.5,9.8,0,9.4,0,1,1,9.1,0,0,9.5,0,0,0,0,1,Barcelona,2,1
Lets Holidays Terrace Barcelona,9.3,8.9,9.2,9.5,0,9.1,0,1,1,8.9,1,0,8.9,0,0,0,0,0,Barcelona,2,1
Alguera Hola Apartments,8.4,8.9,8.7,9.1,0,8.5,0,1,1,8.5,0,0,8.7,0,0,0,0,0,Barcelona,1,1
NiM Eixample 5,6.8,9.0,5.8,8.8,0,6.0,0,0,1,6.0,0,0,6.9,0,0,0,0,0,Barcelona,0,1
Lodging Apartments Guell & Gracia,7.6,8.6,7.1,8.9,0,7.9,0,1,1,7.5,0,0,8.2,0,0,0,0,0,Barcelona,1,1
"Apartamento barcelona, 3 dormitorios, 8 personas - ES-175-7",8.390776053215099,9.204795737122536,8.653108348134985,8.980772646536419,0,8.372735346358793,0,1,1,8.330506216696257,0,0,8.686589698046161,0,0,0,0,0,Barcelona,1,1
H10 Casa Mimosa 4* Sup,9.2,9.6,9.6,9.4,1,9.4,1,1,1,9.0,1,0,9.6,0,0,0,0,1,Barcelona,4,2
Eco Boutique Hostal Grau,9.0,9.7,9.3,9.6,0,9.0,0,1,1,8.9,1,0,9.3,1,0,1,1,1,Barcelona,3,4
Ático Ideal en Barcelona,7.7,8.4,7.4,9.0,0,7.5,0,1,1,8.2,0,0,7.9,0,0,1,0,0,Barcelona,1,2
BBarcelona Parallel Apartment,9.0,7.5,7.5,7.5,0,7.5,0,1,1,7.5,0,0,7.5,0,0,0,0,0,Barcelona,1,1
Habitación Elegante,9.0,7.5,7.5,7.5,0,7.5,0,1,1,7.5,0,0,7.5,0,0,0,0,0,Barcelona,1,1
✵ SENYER ✵ Duerme en un confortable yate deportivo,9.0,9.6,8.6,9.6,0,8.6,0,0,1,9.6,0,0,9.3,0,0,0,0,0,Barcelona,0,1
Stylish 80´s Fishing Boat,9.5,10.0,8.8,10.0,0,8.8,0,1,1,10.0,0,0,8.8,0,0,0,0,0,Barcelona,1,1
Amplio con dos dormitorios en Sant Antoni / Poble Sec,9.0,8.8,8.8,10.0,0,8.8,0,1,1,7.5,0,0,7.5,0,0,1,0,0,Barcelona,1,2
42MAN204 Centrally located flat in Sant Antoni,9.0,10.0,10.0,10.0,0,10.0,0,1,1,7.5,0,0,7.5,0,0,0,0,0,Barcelona,1,1
En2val346 - Eixample Esquerra with terrace,9.0,10.0,10.0,10.0,0,10.0,0,0,1,10.0,0,0,10.0,0,0,0,0,0,Barcelona,0,1
51PAR187 Nice apartment in Parallel,9.0,10.0,10.0,10.0,0,7.5,0,1,1,7.5,0,0,7.5,0,0,0,0,0,Barcelona,1,1
23PAR203 Comfortable apartment in Paralel,9.0,8.8,8.8,8.8,0,7.5,0,1,1,7.5,0,0,8.8,0,0,0,0,0,Barcelona,1,1
41ARA333 Apartment near Sagrada Familia,9.0,8.8,8.8,8.8,0,7.5,0,1,1,7.5,0,0,7.5,0,0,0,0,0,Barcelona,1,1
31ENT335 - Mediterranean decorated apartment,9.0,8.8,9.2,8.8,0,10.0,0,0,1,8.8,0,0,9.6,0,0,0,0,0,Barcelona,0,1
Ronda Sant Pere Private City Center 3Bedroom Suite C,9.0,10.0,10.0,7.5,0,10.0,0,1,1,10.0,0,0,7.5,0,0,0,0,0,Barcelona,1,1
4bedroom apartment with a balcony in Las Ramblas 1 2,9.0,10.0,10.0,10.0,0,10.0,0,1,1,10.0,0,0,10.0,0,0,0,0,0,Barcelona,1,1
4bedroom apartment with a balcony in Las Ramblas 1 1,9.0,10.0,10.0,10.0,0,10.0,0,1,1,10.0,0,0,10.0,0,0,0,0,0,Barcelona,1,1
Perfectly located 4bed 4bath apartment in Barcelona 3 1,9.0,10.0,10.0,10.0,0,10.0,0,0,1,10.0,0,0,10.0,0,0,0,0,0,Barcelona,0,1
Casa Gracia Apartments,9.0,9.7,9.4,9.4,1,8.1,0,0,1,8.6,0,0,8.9,0,0,0,0,1,Barcelona,1,2
Cozy bright apartment,9.0,9.3,9.0,9.0,0,9.3,0,1,1,8.8,0,0,8.0,0,0,0,0,0,Barcelona,1,1
Stay U-nique Apartments Industria II,9.0,10.0,10.0,10.0,0,7.5,0,1,1,7.5,0,0,10.0,0,0,0,0,0,Barcelona,1,1
"Newly renovated 2 bedroom, 2 bathroom in the heart of Barcelona- Sleeps up to 6",9.0,7.5,7.5,7.5,0,7.5,0,1,1,7.5,0,0,7.5,0,0,1,0,0,Barcelona,1,2
2 Bdr penthouse in Gràcia,9.0,9.2,8.3,9.2,0,8.3,0,1,1,7.5,0,0,8.3,0,0,0,0,0,Barcelona,1,1
Stay U-nique Apartments Pasteur,9.0,10.0,7.5,10.0,0,7.5,0,1,1,10.0,0,0,10.0,0,0,0,0,0,Barcelona,1,1
